Feature,Compartment,Feature Group,Function,Channel,Function_Comment#1,Function_Comment#2,TP,FP,TN,FN,PPV,BA,AUC_ROC,AUC_PR,F1_Score,MCC,Sensitivity,Specificity
Cytoplasm_Texture_Correlation_AGP_5_0,Cytoplasm,Texture,Correlation,AGP,5,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cytoplasm_Texture_DifferenceEntropy_AGP_10_0,Cytoplasm,Texture,DifferenceEntropy,AGP,10,0,0,0,401,85,0,0.5,0.6,0.21,0,0,0,1
Cytoplasm_Texture_DifferenceEntropy_AGP_3_0,Cytoplasm,Texture,DifferenceEntropy,AGP,3,0,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cytoplasm_Texture_DifferenceEntropy_AGP_5_0,Cytoplasm,Texture,DifferenceEntropy,AGP,5,0,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Cytoplasm_Texture_DifferenceVariance_AGP_10_0,Cytoplasm,Texture,DifferenceVariance,AGP,10,0,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cytoplasm_Texture_DifferenceVariance_AGP_3_0,Cytoplasm,Texture,DifferenceVariance,AGP,3,0,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_Texture_DifferenceVariance_AGP_5_0,Cytoplasm,Texture,DifferenceVariance,AGP,5,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cytoplasm_Texture_Entropy_AGP_10_0,Cytoplasm,Texture,Entropy,AGP,10,0,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cytoplasm_Texture_Entropy_AGP_3_0,Cytoplasm,Texture,Entropy,AGP,3,0,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_Texture_Entropy_AGP_5_0,Cytoplasm,Texture,Entropy,AGP,5,0,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cytoplasm_Texture_Gabor_AGP_10,Cytoplasm,Texture,Gabor,AGP,10,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cytoplasm_Texture_Gabor_AGP_3,Cytoplasm,Texture,Gabor,AGP,3,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cytoplasm_Texture_Gabor_AGP_5,Cytoplasm,Texture,Gabor,AGP,5,,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cytoplasm_Texture_InfoMeas1_AGP_10_0,Cytoplasm,Texture,InfoMeas1,AGP,10,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cytoplasm_Texture_InfoMeas1_AGP_3_0,Cytoplasm,Texture,InfoMeas1,AGP,3,0,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cytoplasm_Texture_InfoMeas1_AGP_5_0,Cytoplasm,Texture,InfoMeas1,AGP,5,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cytoplasm_Texture_InfoMeas2_AGP_10_0,Cytoplasm,Texture,InfoMeas2,AGP,10,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Cytoplasm_Texture_InfoMeas2_AGP_3_0,Cytoplasm,Texture,InfoMeas2,AGP,3,0,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Cytoplasm_Texture_InfoMeas2_AGP_5_0,Cytoplasm,Texture,InfoMeas2,AGP,5,0,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Cytoplasm_Texture_InverseDifferenceMoment_AGP_10_0,Cytoplasm,Texture,InverseDifferenceMoment,AGP,10,0,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cytoplasm_Texture_InverseDifferenceMoment_AGP_3_0,Cytoplasm,Texture,InverseDifferenceMoment,AGP,3,0,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cytoplasm_Texture_InverseDifferenceMoment_AGP_5_0,Cytoplasm,Texture,InverseDifferenceMoment,AGP,5,0,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cytoplasm_Texture_SumAverage_AGP_10_0,Cytoplasm,Texture,SumAverage,AGP,10,0,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cytoplasm_Texture_SumAverage_AGP_3_0,Cytoplasm,Texture,SumAverage,AGP,3,0,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Cytoplasm_Texture_SumAverage_AGP_5_0,Cytoplasm,Texture,SumAverage,AGP,5,0,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cytoplasm_Texture_SumEntropy_AGP_10_0,Cytoplasm,Texture,SumEntropy,AGP,10,0,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cytoplasm_Texture_SumEntropy_AGP_3_0,Cytoplasm,Texture,SumEntropy,AGP,3,0,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cytoplasm_Texture_SumEntropy_AGP_5_0,Cytoplasm,Texture,SumEntropy,AGP,5,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cytoplasm_Texture_SumVariance_AGP_10_0,Cytoplasm,Texture,SumVariance,AGP,10,0,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Cytoplasm_Texture_SumVariance_AGP_3_0,Cytoplasm,Texture,SumVariance,AGP,3,0,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cytoplasm_Texture_SumVariance_AGP_5_0,Cytoplasm,Texture,SumVariance,AGP,5,0,0,0,401,85,0,0.5,0.61,0.22,0,0,0,1
Cytoplasm_Texture_Variance_AGP_10_0,Cytoplasm,Texture,Variance,AGP,10,0,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cytoplasm_Texture_Variance_AGP_3_0,Cytoplasm,Texture,Variance,AGP,3,0,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cytoplasm_Texture_Variance_AGP_5_0,Cytoplasm,Texture,Variance,AGP,5,0,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Nuclei_Correlation_Costes_AGP_DNA,Nuclei,Correlation,Costes,AGP,DNA,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Nuclei_Correlation_Costes_AGP_ER,Nuclei,Correlation,Costes,AGP,ER,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Nuclei_Correlation_Costes_AGP_Mito,Nuclei,Correlation,Costes,AGP,Mito,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Nuclei_Correlation_Costes_AGP_RNA,Nuclei,Correlation,Costes,AGP,RNA,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Correlation_K_AGP_DNA,Nuclei,Correlation,K,AGP,DNA,,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Nuclei_Correlation_K_AGP_ER,Nuclei,Correlation,K,AGP,ER,,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Nuclei_Correlation_K_AGP_Mito,Nuclei,Correlation,K,AGP,Mito,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Nuclei_Correlation_K_AGP_RNA,Nuclei,Correlation,K,AGP,RNA,,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Nuclei_Granularity_1_AGP,Nuclei,Granularity,1,AGP,,,0,0,401,85,0,0.5,0.61,0.23,0,0,0,1
Nuclei_Granularity_10_AGP,Nuclei,Granularity,10,AGP,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Nuclei_Granularity_11_AGP,Nuclei,Granularity,11,AGP,,,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Nuclei_Granularity_12_AGP,Nuclei,Granularity,12,AGP,,,8,7,394,77,0.53,0.54,0.54,0.21,0.16,0.168384332,0.09,0.98
Nuclei_Granularity_13_AGP,Nuclei,Granularity,13,AGP,,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Nuclei_Granularity_2_AGP,Nuclei,Granularity,2,AGP,,,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Nuclei_Granularity_3_AGP,Nuclei,Granularity,3,AGP,,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Nuclei_Granularity_4_AGP,Nuclei,Granularity,4,AGP,,,0,0,401,85,0,0.5,0.63,0.23,0,0,0,1
Nuclei_Granularity_5_AGP,Nuclei,Granularity,5,AGP,,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Nuclei_Granularity_6_AGP,Nuclei,Granularity,6,AGP,,,0,0,401,85,0,0.5,0.59,0.22,0,0,0,1
Nuclei_Granularity_7_AGP,Nuclei,Granularity,7,AGP,,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Nuclei_Granularity_8_AGP,Nuclei,Granularity,8,AGP,,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Nuclei_Granularity_9_AGP,Nuclei,Granularity,9,AGP,,,5,2,399,80,0.71,0.53,0.53,0.21,0.11,0.171647563,0.06,1
Nuclei_Intensity_IntegratedIntensity_AGP,Nuclei,Intensity,IntegratedIntensity,AGP,,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Intensity_IntegratedIntensityEdge_AGP,Nuclei,Intensity,IntegratedIntensityEdge,AGP,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Intensity_LowerQuartileIntensity_AGP,Nuclei,Intensity,LowerQuartileIntensity,AGP,,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_Intensity_MADIntensity_AGP,Nuclei,Intensity,MADIntensity,AGP,,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Nuclei_Intensity_MassDisplacement_AGP,Nuclei,Intensity,MassDisplacement,AGP,,,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Nuclei_Intensity_MaxIntensity_AGP,Nuclei,Intensity,MaxIntensity,AGP,,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
Nuclei_Intensity_MaxIntensityEdge_AGP,Nuclei,Intensity,MaxIntensityEdge,AGP,,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Intensity_MeanIntensity_AGP,Nuclei,Intensity,MeanIntensity,AGP,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Intensity_MeanIntensityEdge_AGP,Nuclei,Intensity,MeanIntensityEdge,AGP,,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Intensity_MedianIntensity_AGP,Nuclei,Intensity,MedianIntensity,AGP,,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_Intensity_MinIntensity_AGP,Nuclei,Intensity,MinIntensity,AGP,,,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Nuclei_Intensity_MinIntensityEdge_AGP,Nuclei,Intensity,MinIntensityEdge,AGP,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Intensity_StdIntensity_AGP,Nuclei,Intensity,StdIntensity,AGP,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Intensity_StdIntensityEdge_AGP,Nuclei,Intensity,StdIntensityEdge,AGP,,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_Intensity_UpperQuartileIntensity_AGP,Nuclei,Intensity,UpperQuartileIntensity,AGP,,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_Location_CenterMassIntensity_X_AGP,Nuclei,Location,CenterMassIntensity,AGP,X,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Nuclei_Location_CenterMassIntensity_Y_AGP,Nuclei,Location,CenterMassIntensity,AGP,Y,,5,2,399,80,0.71,0.53,0.53,0.21,0.11,0.171647563,0.06,1
Nuclei_Location_MaxIntensity_X_AGP,Nuclei,Location,MaxIntensity,AGP,X,,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Nuclei_Location_MaxIntensity_Y_AGP,Nuclei,Location,MaxIntensity,AGP,Y,,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Nuclei_RadialDistribution_FracAtD_AGP_1of4,Nuclei,RadialDistribution,FracAtD,AGP,1of4,,5,2,399,80,0.71,0.53,0.53,0.21,0.11,0.171647563,0.06,1
Nuclei_RadialDistribution_FracAtD_AGP_2of4,Nuclei,RadialDistribution,FracAtD,AGP,2of4,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Nuclei_RadialDistribution_FracAtD_AGP_3of4,Nuclei,RadialDistribution,FracAtD,AGP,3of4,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Nuclei_RadialDistribution_FracAtD_AGP_4of4,Nuclei,RadialDistribution,FracAtD,AGP,4of4,,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Nuclei_RadialDistribution_MeanFrac_AGP_1of4,Nuclei,RadialDistribution,MeanFrac,AGP,1of4,,0,0,401,85,0,0.5,0.62,0.23,0,0,0,1
Nuclei_RadialDistribution_MeanFrac_AGP_2of4,Nuclei,RadialDistribution,MeanFrac,AGP,2of4,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Nuclei_RadialDistribution_MeanFrac_AGP_3of4,Nuclei,RadialDistribution,MeanFrac,AGP,3of4,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_RadialDistribution_MeanFrac_AGP_4of4,Nuclei,RadialDistribution,MeanFrac,AGP,4of4,,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Nuclei_RadialDistribution_RadialCV_AGP_1of4,Nuclei,RadialDistribution,RadialCV,AGP,1of4,,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Nuclei_RadialDistribution_RadialCV_AGP_2of4,Nuclei,RadialDistribution,RadialCV,AGP,2of4,,7,6,395,78,0.54,0.53,0.53,0.2,0.14,0.158663525,0.08,0.99
Nuclei_RadialDistribution_RadialCV_AGP_3of4,Nuclei,RadialDistribution,RadialCV,AGP,3of4,,0,0,401,85,0,0.5,0.56,0.19,0,0,0,1
Nuclei_RadialDistribution_RadialCV_AGP_4of4,Nuclei,RadialDistribution,RadialCV,AGP,4of4,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Nuclei_Texture_AngularSecondMoment_AGP_10_0,Nuclei,Texture,AngularSecondMoment,AGP,10,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Texture_AngularSecondMoment_AGP_3_0,Nuclei,Texture,AngularSecondMoment,AGP,3,0,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Nuclei_Texture_AngularSecondMoment_AGP_5_0,Nuclei,Texture,AngularSecondMoment,AGP,5,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_Texture_Contrast_AGP_10_0,Nuclei,Texture,Contrast,AGP,10,0,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Nuclei_Texture_Contrast_AGP_3_0,Nuclei,Texture,Contrast,AGP,3,0,0,0,401,85,0,0.5,0.52,0.18,0,0,0,1
Nuclei_Texture_Contrast_AGP_5_0,Nuclei,Texture,Contrast,AGP,5,0,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Nuclei_Texture_Correlation_AGP_10_0,Nuclei,Texture,Correlation,AGP,10,0,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Nuclei_Texture_Correlation_AGP_3_0,Nuclei,Texture,Correlation,AGP,3,0,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Nuclei_Texture_Correlation_AGP_5_0,Nuclei,Texture,Correlation,AGP,5,0,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_Texture_DifferenceEntropy_AGP_10_0,Nuclei,Texture,DifferenceEntropy,AGP,10,0,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Nuclei_Texture_DifferenceEntropy_AGP_3_0,Nuclei,Texture,DifferenceEntropy,AGP,3,0,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Texture_DifferenceEntropy_AGP_5_0,Nuclei,Texture,DifferenceEntropy,AGP,5,0,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Nuclei_Texture_DifferenceVariance_AGP_10_0,Nuclei,Texture,DifferenceVariance,AGP,10,0,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Nuclei_Texture_DifferenceVariance_AGP_3_0,Nuclei,Texture,DifferenceVariance,AGP,3,0,3,2,399,82,0.6,0.52,0.52,0.19,0.07,0.11409356,0.04,1
Nuclei_Texture_DifferenceVariance_AGP_5_0,Nuclei,Texture,DifferenceVariance,AGP,5,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_Texture_Entropy_AGP_10_0,Nuclei,Texture,Entropy,AGP,10,0,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Nuclei_Texture_Entropy_AGP_3_0,Nuclei,Texture,Entropy,AGP,3,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Nuclei_Texture_Entropy_AGP_5_0,Nuclei,Texture,Entropy,AGP,5,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Texture_Gabor_AGP_10,Nuclei,Texture,Gabor,AGP,10,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_Texture_Gabor_AGP_3,Nuclei,Texture,Gabor,AGP,3,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Nuclei_Texture_Gabor_AGP_5,Nuclei,Texture,Gabor,AGP,5,,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Nuclei_Texture_InfoMeas1_AGP_10_0,Nuclei,Texture,InfoMeas1,AGP,10,0,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_Texture_InfoMeas1_AGP_3_0,Nuclei,Texture,InfoMeas1,AGP,3,0,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Nuclei_Texture_InfoMeas1_AGP_5_0,Nuclei,Texture,InfoMeas1,AGP,5,0,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_Texture_InfoMeas2_AGP_10_0,Nuclei,Texture,InfoMeas2,AGP,10,0,0,0,401,85,0,0.5,0.55,0.19,0,0,0,1
Nuclei_Texture_InfoMeas2_AGP_3_0,Nuclei,Texture,InfoMeas2,AGP,3,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_Texture_InfoMeas2_AGP_5_0,Nuclei,Texture,InfoMeas2,AGP,5,0,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Nuclei_Texture_InverseDifferenceMoment_AGP_10_0,Nuclei,Texture,InverseDifferenceMoment,AGP,10,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Texture_InverseDifferenceMoment_AGP_3_0,Nuclei,Texture,InverseDifferenceMoment,AGP,3,0,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Nuclei_Texture_InverseDifferenceMoment_AGP_5_0,Nuclei,Texture,InverseDifferenceMoment,AGP,5,0,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Nuclei_Texture_SumAverage_AGP_10_0,Nuclei,Texture,SumAverage,AGP,10,0,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Nuclei_Texture_SumAverage_AGP_3_0,Nuclei,Texture,SumAverage,AGP,3,0,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Nuclei_Texture_SumAverage_AGP_5_0,Nuclei,Texture,SumAverage,AGP,5,0,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Nuclei_Texture_SumEntropy_AGP_10_0,Nuclei,Texture,SumEntropy,AGP,10,0,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Nuclei_Texture_SumEntropy_AGP_3_0,Nuclei,Texture,SumEntropy,AGP,3,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Texture_SumEntropy_AGP_5_0,Nuclei,Texture,SumEntropy,AGP,5,0,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Nuclei_Texture_SumVariance_AGP_10_0,Nuclei,Texture,SumVariance,AGP,10,0,0,0,401,85,0,0.5,0.58,0.2,0,0,0,1
Nuclei_Texture_SumVariance_AGP_3_0,Nuclei,Texture,SumVariance,AGP,3,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Nuclei_Texture_SumVariance_AGP_5_0,Nuclei,Texture,SumVariance,AGP,5,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Nuclei_Texture_Variance_AGP_10_0,Nuclei,Texture,Variance,AGP,10,0,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Nuclei_Texture_Variance_AGP_3_0,Nuclei,Texture,Variance,AGP,3,0,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Nuclei_Texture_Variance_AGP_5_0,Nuclei,Texture,Variance,AGP,5,0,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_Correlation_Correlation_DNA_AGP,Cells,Correlation,Correlation,DNA,AGP,,0,0,401,85,0,0.5,0.63,0.23,0,0,0,1
Cells_Correlation_Correlation_DNA_ER,Cells,Correlation,Correlation,DNA,ER,,0,0,401,85,0,0.5,0.58,0.22,0,0,0,1
Cells_Correlation_Correlation_DNA_Mito,Cells,Correlation,Correlation,DNA,Mito,,0,0,401,85,0,0.5,0.55,0.21,0,0,0,1
Cells_Correlation_Correlation_DNA_RNA,Cells,Correlation,Correlation,DNA,RNA,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_Correlation_Costes_DNA_AGP,Cells,Correlation,Costes,DNA,AGP,,12,11,390,73,0.52,0.56,0.56,0.22,0.22,0.203497809,0.14,0.97
Cells_Correlation_Costes_DNA_ER,Cells,Correlation,Costes,DNA,ER,,0,0,401,85,0,0.5,0.54,0.21,0,0,0,1
Cells_Correlation_Costes_DNA_Mito,Cells,Correlation,Costes,DNA,Mito,,0,0,401,85,0,0.5,0.6,0.21,0,0,0,1
Cells_Correlation_Costes_DNA_RNA,Cells,Correlation,Costes,DNA,RNA,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cells_Correlation_K_DNA_AGP,Cells,Correlation,K,DNA,AGP,,0,0,401,85,0,0.5,0.55,0.2,0,0,0,1
Cells_Correlation_K_DNA_ER,Cells,Correlation,K,DNA,ER,,0,0,401,85,0,0.5,0.58,0.21,0,0,0,1
Cells_Correlation_K_DNA_Mito,Cells,Correlation,K,DNA,Mito,,0,0,401,85,0,0.5,0.51,0.19,0,0,0,1
Cells_Correlation_K_DNA_RNA,Cells,Correlation,K,DNA,RNA,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cells_Correlation_Manders_DNA_AGP,Cells,Correlation,Manders,DNA,AGP,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cells_Correlation_Manders_DNA_ER,Cells,Correlation,Manders,DNA,ER,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cells_Correlation_Manders_DNA_Mito,Cells,Correlation,Manders,DNA,Mito,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cells_Correlation_Manders_DNA_RNA,Cells,Correlation,Manders,DNA,RNA,,0,0,401,85,0,0.5,0.5,0.17,0,0,0,1
Cells_Correlation_Overlap_DNA_AGP,Cells,Correlation,Overlap,DNA,AGP,,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cells_Correlation_Overlap_DNA_ER,Cells,Correlation,Overlap,DNA,ER,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_Correlation_Overlap_DNA_Mito,Cells,Correlation,Overlap,DNA,Mito,,0,0,401,85,0,0.5,0.51,0.18,0,0,0,1
Cells_Correlation_Overlap_DNA_RNA,Cells,Correlation,Overlap,DNA,RNA,,0,0,401,85,0,0.5,0.53,0.18,0,0,0,1
Cells_Correlation_RWC_DNA_AGP,Cells,Correlation,RWC,DNA,AGP,,0,0,401,85,0,0.5,0.59,0.21,0,0,0,1
Cells_Correlation_RWC_DNA_ER,Cells,Correlation,RWC,DNA,ER,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_Correlation_RWC_DNA_Mito,Cells,Correlation,RWC,DNA,Mito,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_Correlation_RWC_DNA_RNA,Cells,Correlation,RWC,DNA,RNA,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_Intensity_IntegratedIntensity_DNA,Cells,Intensity,IntegratedIntensity,DNA,,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cells_Intensity_IntegratedIntensityEdge_DNA,Cells,Intensity,IntegratedIntensityEdge,DNA,,,0,0,401,85,0,0.5,0.56,0.2,0,0,0,1
Cells_Intensity_LowerQuartileIntensity_DNA,Cells,Intensity,LowerQuartileIntensity,DNA,,,0,0,401,85,0,0.5,0.54,0.2,0,0,0,1
Cells_Intensity_MADIntensity_DNA,Cells,Intensity,MADIntensity,DNA,,,0,0,401,85,0,0.5,0.56,0.21,0,0,0,1
Cells_Intensity_MassDisplacement_DNA,Cells,Intensity,MassDisplacement,DNA,,,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Cells_Intensity_MaxIntensity_DNA,Cells,Intensity,MaxIntensity,DNA,,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cells_Intensity_MaxIntensityEdge_DNA,Cells,Intensity,MaxIntensityEdge,DNA,,,0,0,401,85,0,0.5,0.57,0.22,0,0,0,1
Cells_Intensity_MeanIntensity_DNA,Cells,Intensity,MeanIntensity,DNA,,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_Intensity_MeanIntensityEdge_DNA,Cells,Intensity,MeanIntensityEdge,DNA,,,4,3,398,81,0.57,0.52,0.52,0.19,0.09,0.126186683,0.05,0.99
Cells_Intensity_MedianIntensity_DNA,Cells,Intensity,MedianIntensity,DNA,,,0,0,401,85,0,0.5,0.57,0.21,0,0,0,1
Cells_Intensity_MinIntensity_DNA,Cells,Intensity,MinIntensity,DNA,,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cells_Intensity_MinIntensityEdge_DNA,Cells,Intensity,MinIntensityEdge,DNA,,,0,0,401,85,0,0.5,0.6,0.22,0,0,0,1
Cells_Intensity_StdIntensity_DNA,Cells,Intensity,StdIntensity,DNA,,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_Intensity_StdIntensityEdge_DNA,Cells,Intensity,StdIntensityEdge,DNA,,,0,0,401,85,0,0.5,0.53,0.19,0,0,0,1
Cells_Intensity_UpperQuartileIntensity_DNA,Cells,Intensity,UpperQuartileIntensity,DNA,,,6,5,396,79,0.55,0.53,0.53,0.2,0.12,0.148442985,0.07,0.99
Cells_Location_CenterMassIntensity_X_DNA,Cells,Location,CenterMassIntensity,DNA,X,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_Location_CenterMassIntensity_Y_DNA,Cells,Location,CenterMassIntensity,DNA,Y,,4,1,400,81,0.8,0.52,0.52,0.2,0.09,0.167771653,0.05,1
Cells_Location_MaxIntensity_X_DNA,Cells,Location,MaxIntensity,DNA,X,,0,0,401,85,0,0.5,0.52,0.19,0,0,0,1
Cells_Location_MaxIntensity_Y_DNA,Cells,Location,MaxIntensity,DNA,Y,,4,2,399,81,0.67,0.52,0.52,0.2,0.09,0.144734231,0.05,1
Cells_RadialDistribution_FracAtD_DNA_1of4,Cells,RadialDistribution,FracAtD,DNA,1of4,,0,0,401,85,0,0.5,0.54,0.19,0,0,0,1
Cells_RadialDistribution_FracAtD_DNA_2of4,Cells,RadialDistribution,FracAtD,DNA,2of4,,0,0,401,85,0,0.5,0.57,0.2,0,0,0,1
Cells_RadialDistribution_FracAtD_DNA_3of4,Cells,RadialDistribution,FracAtD,DNA,3of4,,0,0,401,85,0,0.5,0.53,0.2,0,0,0,1
